순번,제목,설명,발행일,링크,원본링크,언론사,IP포함,라이선싱포함,빌드업포함,코레일포함,슈야포함,테마카페포함,캐릭터포함
158,"GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 지원","GS리테일이 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 25일 밝혔다. IP 라이선싱 빌드업은 국내... ",2024-07-25,"http://www.newsdream.kr/news/articleView.html?idxno=64382","http://www.newsdream.kr/news/articleView.html?idxno=64382",Unknown,Y,Y,Y,N,N,N,Y
159,"GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 지원사격","GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 25일 밝혔다. IP 라이선싱 빌드업은... ",2024-07-25,"https://n.news.naver.com/mnews/article/030/0003226463?sid=101","https://www.etnews.com/20240725000096",네이버뉴스,Y,Y,Y,N,N,N,Y
160,"GS리테일; 중소 콘텐츠기업 캐릭터IP 지원","GS리테일은 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 25일 밝혔다. IP 라이선싱 빌드업은 국내... ",2024-07-25,"http://www.finomy.com/news/articleView.html?idxno=213622","http://www.finomy.com/news/articleView.html?idxno=213622",Unknown,Y,Y,Y,N,N,N,Y
161,"&quot;K-콘텐츠 성장 도모&quot; GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 지원 사격","GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠 기업의 성장을 지원한다고 밝혔다. IP 라이선싱 빌드업은 국내... ",2024-07-25,"https://www.financialpost.co.kr/news/articleView.html?idxno=209818","https://www.financialpost.co.kr/news/articleView.html?idxno=209818",Unknown,Y,Y,Y,N,N,N,Y
162,"GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 지원사격","GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 밝혔다. IP 라이선싱 빌드업은 국내... ",2024-07-25,"https://www.thefairnews.co.kr/news/articleView.html?idxno=30476","https://www.thefairnews.co.kr/news/articleView.html?idxno=30476",더페어뉴스,Y,Y,Y,N,N,N,Y
163,"GS리테일; K-콘텐츠 성장 지원..중소 콘텐츠 기업 ‘캐릭터 IP’ 도와 동...","GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼 사로 참여해 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠 기업의 성장을 지원한다고 25일 밝혔다. IP 라이선싱... ",2024-07-25,"http://kpenews.com/View.aspx?No=3312755","http://kpenews.com/View.aspx?No=3312755",한국정경신문,Y,Y,Y,N,N,N,Y
164,"GS리테일; 중소 콘텐츠 기업 ‘캐릭터 IP’ 지원사격…K-콘텐츠 성장 도...","GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업 성장을 지원한다고 25일 밝혔다. IP 라이선싱 빌드업은... ",2024-07-25,"http://theviewers.co.kr/View.aspx?No=3312658","http://theviewers.co.kr/View.aspx?No=3312658",Unknown,Y,Y,Y,N,N,N,Y
165,"GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 지원사격","GS리테일은 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 25일 밝혔다. IP 라이선싱 빌드업은... ",2024-07-25,"https://www.pointdaily.co.kr/news/articleView.html?idxno=212427","https://www.pointdaily.co.kr/news/articleView.html?idxno=212427",Unknown,Y,Y,Y,N,N,N,Y
166,"GS리테일; 중소 콘텐츠 기업 ‘캐릭터 IP’ 지원… K-콘텐츠 성장","GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 25일 밝혔다. IP 라이선싱... ",2024-07-25,"https://biz.newdaily.co.kr/site/data/html/2024/07/25/2024072500023.html","https://biz.newdaily.co.kr/site/data/html/2024/07/25/2024072500023.html",Unknown,Y,Y,Y,N,N,N,Y
167,"GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 성장 지원","GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 25일 밝혔다. IP 라이선싱 빌드업은... ",2024-07-25,"https://www.insightkorea.co.kr/news/articleView.html?idxno=205834","https://www.insightkorea.co.kr/news/articleView.html?idxno=205834",Unknown,Y,Y,Y,N,N,N,Y
168,"GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 지원사격 나서","우먼타임스 = 최인영 기자 GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 25일... ",2024-07-25,"http://www.womentimes.co.kr/news/articleView.html?idxno=77621","http://www.womentimes.co.kr/news/articleView.html?idxno=77621",Unknown,Y,Y,Y,N,N,N,Y
169,"GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 성장 지원","GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 밝혔다. IP 라이선싱 빌드업은 국내... ",2024-07-25,"http://www.biztribune.co.kr/news/articleView.html?idxno=317394","http://www.biztribune.co.kr/news/articleView.html?idxno=317394",Unknown,Y,Y,Y,N,N,N,Y
170,"GS리테일; 중소 콘텐츠 기업 ‘캐릭터 IP’ 지원사격…“성장 지원”","IP 라이선싱 빌드업은 국내 신인 캐릭터 디자이너 및 중소 콘텐츠기업의 사업 역량 강화를 목적으로 진행되는 프로젝트다. 국내외 온·오프라인 유통망 및 홍보 인프라를 보유한 기업과 잠재력 있는 콘텐츠 IP를 보유한... ",2024-07-25,"https://n.news.naver.com/mnews/article/138/0002178410?sid=101","https://www.ddaily.co.kr/page/view/2024072508494625621",네이버뉴스,Y,Y,Y,N,N,N,Y
171,"GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 지원","IP 라이선싱 빌드업은 국내 신인 캐릭터 디자이너 및 중소 콘텐츠기업의 사업 역량 강화를 목적으로 진행되는 프로젝트다. 국내외 온·오프라인 유통망 및 홍보 인프라를 보유한 기업과 잠재력 있는 콘텐츠 IP를 보유한... ",2024-07-25,"https://www.youthdaily.co.kr/news/article.html?no=160406","https://www.youthdaily.co.kr/news/article.html?no=160406",Unknown,Y,Y,Y,N,N,N,Y
172,"GS리테일; 중소 콘텐츠 기업 ‘캐릭터 IP’ 지원","GS리테일은 11월까지 한국콘텐츠진흥원이 주관하는 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여한다고 25일 밝혔다. IP 라이선싱 빌드업은 국내 신인 캐릭터 디자이너와 중소 콘텐츠기업의 사업 역량을... ",2024-07-24,"https://www.dnews.co.kr/uhtml/view.jsp?idxno=202407250831302590242","https://www.dnews.co.kr/uhtml/view.jsp?idxno=202407250831302590242",Unknown,Y,Y,Y,N,N,N,Y
173,"'캐릭터 라이선싱 페어' 개막하자 '구름 인파'…&quot;글로벌 확장에 좋은 장...","2025.07.17 alice09@newspim.com 올해로 24회째를 맞이하는 캐릭터 라이선싱 페어는 '만나다: 콘텐츠 IP'를 주제로 기업전시관; 대내 협업 기획관(한류 IP관·빌드업 기획관·신규 캐릭터 IP 홍보관 등); 1:1 비즈매칭존 등... ",2025-07-17,"https://www.newspim.com/news/view/20250717001009","https://www.newspim.com/news/view/20250717001009",Unknown,Y,Y,Y,N,N,N,Y
174,"콘진원; 'ESG 혁신정책 대상' 사회부문 최우수상 수상","이를 해결하기 위해 콘진원은 'IP 라이선싱 빌드업' 사업을 추진했다. 구매력이 높은 대기업 수요와 우수한 중소 콘텐츠 IP를 연계하고; 시제품 제작비와 최소 사용료를 지원해 대기업의 초기 비용 부담을 줄였다. 특히... ",2025-08-27,"https://n.news.naver.com/mnews/article/092/0002387804?sid=103","https://zdnet.co.kr/view/?no=20250827091927",네이버뉴스,Y,Y,Y,N,N,N,N
175,"GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 지원","GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 밝혔다. IP 라이선싱 빌드업은 국내... ",2024-07-25,"http://www.wsobi.com/news/articleView.html?idxno=248733","http://www.wsobi.com/news/articleView.html?idxno=248733",Unknown,Y,Y,Y,N,N,N,Y
176,"GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 지원…&quot;K-콘텐츠 성장 도모&quot;","GS리테일은 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 25일 밝혔다. IP 라이선싱 빌드업은 국내... ",2024-07-25,"http://www.ftoday.co.kr/news/articleView.html?idxno=325846","http://www.ftoday.co.kr/news/articleView.html?idxno=325846",Unknown,Y,Y,Y,N,N,N,Y
177,"GS리테일; 중소 콘텐츠기업 '캐릭터 IP' 지원사격 나선다","IP 라이선싱 빌드업은 국내 신인 캐릭터 디자이너 및 중소 콘텐츠기업의 사업 역량 강화를 목적으로 진행되는 프로젝트다. 국내외 온·오프라인 유통망 및 홍보 인프라를 보유한 기업과 잠재력 있는 콘텐츠 IP를 보유한... ",2024-07-25,"http://www.goodkyung.com/news/articleView.html?idxno=242784","http://www.goodkyung.com/news/articleView.html?idxno=242784",Unknown,Y,Y,Y,N,N,N,Y
178,"GS리테일; 중소 콘텐츠기업 '캐릭터 IP' 지원사격 나선다","IP 라이선싱 빌드업은 국내 신인 캐릭터 디자이너 및 중소 콘텐츠기업의 사업 역량 강화를 목적으로 진행되는 프로젝트다. 국내외 온·오프라인 유통망 및 홍보 인프라를 보유한 기업과 잠재력 있는 콘텐츠 IP를 보유한... ",2024-07-25,"https://n.news.naver.com/mnews/article/003/0012687276?sid=101","https://www.newsis.com/view/NISX20240725_0002824884",네이버뉴스,Y,Y,Y,N,N,N,Y
179,"GS리테일; 중소 콘텐츠기업 '캐릭터 IP' 지원사격…&quot;K-콘텐츠 동반성장...","오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다. IP 라이선싱 빌드업은 국내 신인 캐릭터 디자이너... ",2024-07-24,"https://www.slist.kr/news/articleView.html?idxno=566623","https://www.slist.kr/news/articleView.html?idxno=566623",Unknown,Y,Y,Y,N,N,N,Y
180,"한국콘텐츠진흥원; 캐릭터라이선싱페어‧보드게임콘 2025 동시개최","제시하는 '빌드업 기획관'이 운영됐다. 이와 함께 ▲신진 창작자 30인의 신선한 아이디어가 집약된 '루키... [사진출처=한국강사신문] 라이선싱 콘 2025는 이틀에 걸쳐 진행됐다. 다양한 글로벌 지식재산(IP; Intellectual... ",2025-07-18,"https://www.lecturernews.com/news/articleView.html?idxno=182908","https://www.lecturernews.com/news/articleView.html?idxno=182908",Unknown,Y,Y,Y,N,N,N,Y
181,"콘진원; 캐릭터 라이선싱 페어·보드게임콘 2025 동시 진행","문화체육관광부가 주최하고 한국콘텐츠진흥원(이하 콘진원)과 코엑스가 공동 주관하는 캐릭터 라이선싱... 특히 특별기획관으로 ▲한류 IP관 ▲신규 캐릭터 IP 홍보관 ▲빌드업기획관이 마련됐으며 ▲신진 창작자를... ",2025-07-17,"https://www.nspna.com/news/?mode=view&newsid=766828","https://www.nspna.com/news/?mode=view&newsid=766828",Unknown,Y,Y,Y,N,N,N,Y
182,"콘진원 유현석 &quot;새로운 비즈니스 기회될 것&quot;…'캐릭터 라이선싱 페어 2...","지식재산권(IP) 라이선싱 행사로 17일부터 20일까지 진행되며; 총 740개 부스; 277개 기업이 참가한다. 올해로... 특별기획관으로는 ▲한류 IP관 ▲신규 캐릭터 IP 홍보관 ▲빌드업 기획관 등이 운영되며; 신진 창작자들의... ",2025-07-17,"https://n.news.naver.com/mnews/article/092/0002382438?sid=105","https://zdnet.co.kr/view/?no=20250717112252",네이버뉴스,Y,Y,Y,N,N,N,Y
183,"콘진원; 캐릭터 라이선싱 페어・보드게임콘 2025 동시 개최","올해 24회를 맞이한 캐릭터 라이선싱 페어는 ‘만나다: 콘텐츠 IP(Meet : Content IP)’를 주제로; 영유아부터... 제시하는 ‘빌드업 기획관’이 운영된다. 이와 함께 ▲신진 창작자 30인의 신선한 아이디어가 집약된 ‘루키... ",2025-07-13,"https://m.entertain.naver.com/article/021/0002722360","https://www.munhwa.com/article/11518580?ref=naver",네이버뉴스,Y,Y,Y,N,N,N,Y
184,"콘진원; 캐릭터 라이선싱 페어・보드게임콘 2025 동시 개최","올해 24회를 맞이한 캐릭터 라이선싱 페어는 '만나다: 콘텐츠 IP(Meet : Content IP)'를 주제로; 영유아부터 엠지... 제시하는 '빌드업 기획관'이 운영된다. 이와 함께 ▲신진 창작자 30인의 신선한 아이디어가 집약된 '루키... ",2025-07-12,"http://www.worktoday.co.kr/news/articleView.html?idxno=70953","http://www.worktoday.co.kr/news/articleView.html?idxno=70953",Unknown,Y,Y,Y,N,N,N,Y
185,"무더위 무료로 즐기는 '캐릭터 라이선싱 페어'&amp;'보드게임콘'","국내 최대 콘텐츠 지식재산(IP) 라이선싱 축제인 ‘캐릭터 라이선싱 페어 2025’가 오는 17일부터 20일까지... 제시하는 ‘빌드업 기획관’이 운영된다. △신진 창작자 30인의 신선한 아이디어가 집약된 ‘루키 프로젝트’... ",2025-07-11,"https://n.news.naver.com/mnews/article/014/0005375856?sid=103","http://www.fnnews.com/news/202507111411076384",네이버뉴스,Y,Y,Y,N,N,N,Y
186,"&quot;타요 보러 왔어요&quot; 아이부터 어른까지 사로잡은 '캐릭터 라이선싱 페어...","이곳에서 국내 최대 캐릭터∙콘텐츠 산업 전시회인 '캐릭터 라이선싱 페어 2025'가 지난 17일 막을 올렸다.... 독창적 IP를 선보이는 신규 캐릭터 홍보관; 기업 간 상생모델을 제시하는 빌드업 기획관 등은 콘텐츠 산업의... ",2025-07-18,"https://www.nc.press/news/articleView.html?idxno=569916","https://www.nc.press/news/articleView.html?idxno=569916",Unknown,Y,Y,Y,N,N,N,Y
187,"콘진원; 캐릭터 라이선싱 페어·보드게임콘 2025 동시 개최","올해 24회를 맞이한 캐릭터 라이선싱 페어는 ‘만나다: 콘텐츠 IP(Meet : Content IP)’를 주제로; 영유아부터... 제시하는 ‘빌드업 기획관’이 운영된다. 이와 함께 ▲신진 창작자 30인의 신선한 아이디어가 집약된 ‘루키... ",2025-07-09,"http://www.lawissue.co.kr/view.php?ud=202507091542014552f4ab64559d_12","http://www.lawissue.co.kr/view.php?ud=202507091542014552f4ab64559d_12",Unknown,Y,Y,Y,N,N,N,Y
188,"콘진원; 캐릭터 라이선싱 페어・보드게임콘 2025 동시 개최","올해 24회를 맞이한 캐릭터 라이선싱 페어는 ‘만나다: 콘텐츠 IP(Meet : Content IP)’를 주제로; 영유아부터... 제시하는 ‘빌드업 기획관’이 운영된다. 이와 함께 ▲신진 창작자 30인의 신선한 아이디어가 집약된 ‘루키... ",2025-07-09,"https://www.gameshot.net/common/con_view.php?code=GA686dfc44a1db2","https://www.gameshot.net/common/con_view.php?code=GA686dfc44a1db2",Unknown,Y,Y,Y,N,N,N,Y
189,"콘진원; '캐릭터 라이선싱 페어·보드게임콘' 17일 동시 개막","올해 24회를 맞이한 캐릭터 라이선싱 페어는 '만나다: 콘텐츠 IP'를 주제로; 영유아부터 MZ 세대 등 다양한... 제시하는 '빌드업 기획관'을 운영한다. 이와 함께 △신진 창작자 30인의 신선한 아이디어가 집약된 '루키... ",2025-07-09,"https://www.s-journal.co.kr/news/articleView.html?idxno=31291","https://www.s-journal.co.kr/news/articleView.html?idxno=31291",Unknown,Y,Y,Y,N,N,N,Y
190,"콘진원; 캐릭터 라이선싱 페어·보드게임콘 2025 동시 개최","올해 24회를 맞이한 캐릭터 라이선싱 페어는 '만나다: 콘텐츠 IP(Meet : Content IP)'를 주제로; 영유아부터 엠지... 제시하는 '빌드업 기획관'이 운영된다. 이와 함께 ▲신진 창작자 30인의 신선한 아이디어가 집약된 '루키... ",2025-07-09,"https://www.geconomy.co.kr/news/article.html?no=302726","https://www.geconomy.co.kr/news/article.html?no=302726",Unknown,Y,Y,Y,N,N,N,Y
